resample,F1-Score,Accuracy,Sensitivity,AUC
SMOTE,0.82135674,0.2690827947060634,0.9295774647887324,0.5956818395983494
ADA,0.82135674,0.9348261003385656,0.2183098591549295,0.5805257091013484
ADA,0.82135674,0.8431825176977532,0.3943661971830985,0.6212534268940233
ADA,0.82135674,0.7149892274546014,0.6619718309859155,0.6887733746496405
ADA,0.82135674,0.8741151123422591,0.647887323943662,0.7622508037175911
ADA,0.82135674,0.9464450600184672,0.1690140845070422,0.5620237685643971
ADA,0.82135674,0.9397506925207756,0.2535211267605634,0.600426348349941
ADA,0.82135674,0.7122960911049554,0.6549295774647887,0.6839297023779521
ADA,0.82135674,0.922437673130194,0.6619718309859155,0.7936434540023712
ADA,0.82135674,0.27331486611265,0.9295774647887324,0.597821251454581
ADA,0.82135674,0.27331486611265,0.9295774647887324,0.597821251454581
ADA,0.82135674,0.2899353647276085,0.7394366197183099,0.5122031394841744
ADA,0.82135674,0.2690827947060634,0.9295774647887324,0.5956818395983494
NONE,0.95271837,0.910211105483678,0.4934010152284264,0.704196054295472
NONE,0.95271837,0.8702518532160781,0.5593908629441624,0.7166038386393048
NONE,0.95271837,0.7621149684607947,0.6472081218274112,0.7053204223485474
NONE,0.95271837,0.9886965329895484,0.0065989847715736,0.5032791177248793
NONE,0.95271837,0.910211105483678,0.4934010152284264,0.704196054295472
NONE,0.95271837,0.8702518532160781,0.5593908629441624,0.7166038386393048
NONE,0.95271837,0.7621149684607947,0.6472081218274112,0.7053204223485474
NONE,0.95271837,0.9886965329895484,0.0065989847715736,0.5032791177248793
NONE,0.95271837,0.9211289654219807,0.4903553299492386,0.708212208756855
NONE,0.95271837,0.905278788157834,0.531979695431472,0.720769743164619
NONE,0.95271837,0.7653149316266863,0.6482233502538071,0.7074405454392763
NONE,0.95271837,0.9887080436484184,0.0116751269035532,0.5057939034641179
NONE,0.95271837,0.3412162162162162,0.798984771573604,0.5674756436368678
NONE,0.95271837,0.3404277360836134,0.798984771573604,0.567076882416251
NONE,0.95271837,0.5388081863805885,0.4685279187817259,0.5040710404587281
NONE,0.95271837,0.988662001012938,0.0,0.5
ROS,0.95271837,0.8632706386113541,0.584263959390863,0.7253671265676299
ROS,0.95271837,0.8624418711727059,0.5893401015228427,0.7274569550936563
ROS,0.95271837,0.7628228739813067,0.6472081218274112,0.7056784342473494
ROS,0.95271837,0.8356910999585616,0.6842639593908629,0.7608458146723207
ROS,0.95271837,0.9001507896311985,0.5593908629441624,0.7317247476984611
ROS,0.95271837,0.899690363276394,0.5680203045685279,0.7357571339237838
ROS,0.95271837,0.7656832727105299,0.650253807106599,0.7086304138163073
ROS,0.95271837,0.8733194438049634,0.6766497461928934,0.7761123013485337
ROS,0.95271837,0.332594732722501,0.8065989847715737,0.5668789128140039
ROS,0.95271837,0.3326062433813711,0.8065989847715737,0.5668847341456918
ROS,0.95271837,0.5522583912703163,0.4649746192893401,0.50911699145068
ROS,0.95271837,0.3275070215019107,0.7984771573604061,0.5602915411558991
SMOTE,0.95271837,0.9484207376030204,0.3177664974619289,0.6367097963319938
SMOTE,0.95271837,0.8927494359777154,0.3873096446700507,0.6429277380072146
SMOTE,0.95271837,0.7651422717436346,0.6441624365482234,0.7053460539379182
SMOTE,0.95271837,0.8760589806160505,0.5675126903553299,0.7235550435278997
SMOTE,0.95271837,0.9577155946406372,0.3111675126903553,0.6381488679401061
SMOTE,0.95271837,0.9470970118329574,0.3380710659898477,0.646076200818095
SMOTE,0.95271837,0.7673177862700861,0.6517766497461929,0.7102097322382452
SMOTE,0.95271837,0.9216066577650904,0.5126903553299492,0.7194932374151229
SMOTE,0.95271837,0.3344364381417192,0.8050761421319796,0.5670576365617926
SMOTE,0.95271837,0.3344249274828491,0.8050761421319796,0.5670518152301047
SMOTE,0.95271837,0.5395391132188406,0.4680203045685279,0.5041897985801506
SMOTE,0.95271837,0.2725321147382476,0.8258883248730965,0.5460372688155635
ADA,0.95271837,0.9469128412910356,0.3203045685279188,0.6372016840846624
ADA,0.95271837,0.8798057000782725,0.4213197969543147,0.6531917120548314
ADA,0.95271837,0.7598243473456421,0.650253807106599,0.7056673559871983
ADA,0.95271837,0.8811466918366407,0.5624365482233502,0.7236191077263727
ADA,0.95271837,0.9576637966757218,0.3177664974619289,0.6413843256773267
ADA,0.95271837,0.9053133201344444,0.3482233502538071,0.6299626956063485
ADA,0.95271837,0.7600833371702196,0.6598984771573604,0.7105653683245209
ADA,0.95271837,0.8781654311892813,0.6223350253807106,0.7517171628283208
ADA,0.95271837,0.3419586537133385,0.7979695431472081,0.5673493266492231
ADA,0.95271837,0.3419471430544684,0.7979695431472081,0.5673435053175354
ADA,0.95271837,0.5325751646024218,0.4756345177664974,0.5044313395203354
ADA,0.95271837,0.659911828353055,0.4294416243654822,0.54599824520832
RUS,0.95271837,0.7598013260279018,0.8010152284263959,0.7801719562280773
RUS,0.95271837,0.7591567291311755,0.7385786802030457,0.7489856994406854
RUS,0.95271837,0.7588804733182928,0.6416243654822334,0.7009247672959595
RUS,0.95271837,0.7201125742437497,0.749746192893401,0.734759464052154
RUS,0.95271837,0.7734702334361618,0.8111675126903554,0.792102716422485
RUS,0.95271837,0.7638300566324416,0.7421319796954314,0.7531054351912326
RUS,0.95271837,0.7617351167180809,0.650253807106599,0.7066336970473792
RUS,0.95271837,0.714161563607901,0.7852791878172589,0.7493125864223968
RUS,0.95271837,0.3174697269671716,0.8203045685279188,0.5660038868765731
RUS,0.95271837,0.3175848335558727,0.8203045685279188,0.5660621001934514
RUS,0.95271837,0.5380197062479857,0.4685279187817259,0.5036722792381112
RUS,0.95271837,0.1651376674800865,0.9045685279187816,0.5306131924850803
ENN,0.95271837,0.9052097242046134,0.5243654822335025,0.7169713685631658
ENN,0.95271837,0.8706662369354021,0.5583756345177665,0.7163116136985568
ENN,0.95271837,0.759312123025922,0.6527918781725889,0.7066627889308649
ENN,0.95271837,0.9884317878355358,0.0096446700507614,0.5046506057405896
ENN,0.95271837,0.9208872415857084,0.516243654822335,0.7208856792699188
ENN,0.95271837,0.9049392237211658,0.5390862944162437,0.7241105640503986
ENN,0.95271837,0.7617581380358212,0.6568527918781726,0.7099069934405707
ENN,0.95271837,0.9880289147750816,0.0263959390862944,0.5127264416764324
ENN,0.95271837,0.3416190892766702,0.7974619289340101,0.5669267009236769
ENN,0.95271837,0.3404277360836134,0.798984771573604,0.567076882416251
ENN,0.95271837,0.5388139417100235,0.4685279187817259,0.504073951124572
ENN,0.95271837,0.988662001012938,0.0,0.5
TL,0.95271837,0.907995303651181,0.4964467005076142,0.7045808265900938
TL,0.95271837,0.8701827892628574,0.5563451776649746,0.7150635320046473
TL,0.95271837,0.7623048943321515,0.6467005076142132,0.7051655778806416
TL,0.95271837,0.9886850223306782,0.0065989847715736,0.5032732963931914
TL,0.95271837,0.9207088263732216,0.4862944162436548,0.7059925586242083
TL,0.95271837,0.9051118836042176,0.534010152284264,0.7216889196181656
TL,0.95271837,0.7646530687416547,0.6492385786802031,0.7076076117487359
TL,0.95271837,0.9886504903540678,0.0111675126903553,0.5055139003649237
TL,0.95271837,0.3412162162162162,0.798984771573604,0.5674756436368678
TL,0.95271837,0.3404277360836134,0.798984771573604,0.567076882416251
TL,0.95271837,0.5388081863805885,0.4685279187817259,0.5040710404587281
TL,0.95271837,0.988662001012938,0.0,0.5
RUS,0.8737736,0.7949558556219164,0.8953646898432175,0.8398757868388076
RUS,0.8737736,0.7673656193196572,0.9158145875937288,0.8337772801640881
RUS,0.8737736,0.7000129836406128,0.5507839127471029,0.6332523280460778
RUS,0.8737736,0.691249026226954,0.7808452624403545,0.7313317221292682
RUS,0.8737736,0.8500714100233705,0.8953646898432175,0.8703342786232662
RUS,0.8737736,0.8226110101272397,0.8899113837764144,0.8527191990992281
RUS,0.8737736,0.7656452869384576,0.7048398091342877,0.7384427215291874
RUS,0.8737736,0.7745390807582446,0.8197000681663258,0.7947427656609773
RUS,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
RUS,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
RUS,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
RUS,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
ENN,0.8737736,0.8337120228512075,0.8384458077709611,0.8358297776746748
ENN,0.8737736,0.8247208517268242,0.896387184730743,0.8567822412855121
ENN,0.8737736,0.6914437808361464,0.5835037491479209,0.6431546154794637
ENN,0.8737736,0.8840560893274474,0.3156100886162236,0.6297502261980451
ENN,0.8737736,0.9034990911451573,0.825494205862304,0.8686020214932529
ENN,0.8737736,0.8902233186185406,0.880027266530334,0.8856619076427231
ENN,0.8737736,0.7567514931186705,0.7177914110429447,0.7393219091520958
ENN,0.8737736,0.916969618280966,0.5405589638718473,0.7485746674134296
ENN,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
ENN,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
ENN,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
ENN,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
TL,0.8737736,0.8396844975331083,0.7808452624403545,0.8133615707337023
TL,0.8737736,0.82653856141262,0.8820722563053851,0.8513826876705227
TL,0.8737736,0.7024474162555181,0.5374914792092707,0.628651027686719
TL,0.8737736,0.9030446637237082,0.1114519427402863,0.5489095833382855
TL,0.8737736,0.920215528434173,0.7665303340149966,0.8514613354799098
TL,0.8737736,0.9012594131394444,0.8677573278800272,0.8862715748964605
TL,0.8737736,0.76584004154765,0.7058623040218133,0.7390077825626753
TL,0.8737736,0.9278434172942092,0.4798909338786639,0.7274427762598457
TL,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
TL,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
TL,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
TL,0.8737736,0.9047649961049078,0.0,0.5
NONE,0.8737736,0.8399117112438328,0.78186775732788,0.813944569630432
NONE,0.8737736,0.8270579070371332,0.8755964553510566,0.8487726124068191
NONE,0.8737736,0.7021228252401973,0.5374914792092707,0.6284716490543016
NONE,0.8737736,0.903888600363542,0.0869120654396728,0.5383975552856685
NONE,0.8737736,0.9204427421448974,0.7678936605316974,0.8521968123279854
NONE,0.8737736,0.9013892495455724,0.8687798227675528,0.886800760203465
NONE,0.8737736,0.7669761101012724,0.7048398091342877,0.7391781739220983
NONE,0.8737736,0.9273240716696962,0.50920245398773,0.7402688742637222
NONE,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
NONE,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
NONE,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
NONE,0.8737736,0.9047649961049078,0.0,0.5
ROS,0.8737736,0.8268306933264087,0.8991138377641446,0.8591680260069915
ROS,0.8737736,0.8282913528953518,0.9011588275391956,0.8608900975609445
ROS,0.8737736,0.7003700337574656,0.543626448534424,0.6302476075634738
ROS,0.8737736,0.7921643728901584,0.7689161554192229,0.7817638106507034
ROS,0.8737736,0.900220721890418,0.878323108384458,0.8904243797644469
ROS,0.8737736,0.9039859776681382,0.8687798227675528,0.8882357892628034
ROS,0.8737736,0.7675279148273175,0.7055214723926381,0.7397880734998994
ROS,0.8737736,0.8203388730199948,0.8534423994546694,0.8351484078782997
ROS,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
ROS,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
ROS,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
ROS,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
SMOTE,0.8737736,0.8560763438068034,0.6741649625085208,0.7746945928995213
SMOTE,0.8737736,0.8496169826019215,0.6809815950920245,0.7741745171413341
SMOTE,0.8737736,0.7008893793819787,0.5429447852760736,0.6302296574726497
SMOTE,0.8737736,0.7963515969877953,0.6987048398091343,0.7526673370316389
SMOTE,0.8737736,0.9432290314204104,0.7569870483980914,0.8599098978806127
SMOTE,0.8737736,0.9373863931446378,0.7590320381731425,0.8575959502051763
SMOTE,0.8737736,0.7580498571799532,0.7102931152010906,0.7366849087521561
SMOTE,0.8737736,0.8438392625292132,0.7784594410361282,0.8145902715692229
SMOTE,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
SMOTE,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
SMOTE,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
SMOTE,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
ADA,0.8737736,0.8528304336535965,0.7075664621676891,0.7878436458072428
ADA,0.8737736,0.8099519605297325,0.7658486707566462,0.7902214581450591
ADA,0.8737736,0.6992664243053752,0.5664621676891616,0.6398537429534278
ADA,0.8737736,0.7919371591794339,0.7140422631220177,0.7570892954413274
ADA,0.8737736,0.9344975331082837,0.7702794819359237,0.8610312527710758
ADA,0.8737736,0.9209620877694106,0.7736877982276755,0.8550759433127328
ADA,0.8737736,0.7275383017398078,0.7464212678936605,0.7359859801475908
ADA,0.8737736,0.8454946767073488,0.7798227675528289,0.8161150143999346
ADA,0.8737736,0.4204752012464295,0.854464894342195,0.6146293044574576
ADA,0.8737736,0.4204752012464295,0.854464894342195,0.6146293044574576
ADA,0.8737736,0.4204752012464295,0.854464894342195,0.6146293044574576
ADA,0.8737736,0.8621786548948325,0.4976141785957736,0.6990833323918095
RUS,0.78891188,0.6583366388999075,0.6555232558139535,0.6569739364384072
RUS,0.78891188,0.6127198201771784,0.6337209302325582,0.6228920091370054
RUS,0.78891188,0.7608092026973423,0.5523255813953488,0.659827169589543
RUS,0.78891188,0.6703248270086826,0.7049418604651163,0.6870920838164861
RUS,0.78891188,0.6831063510952444,0.6656976744186046,0.6746742087833216
RUS,0.78891188,0.6366961963947287,0.6569767441860465,0.6465193706839963
RUS,0.78891188,0.7458680417823615,0.5843023255813954,0.6676113691449542
RUS,0.78891188,0.6921415663978139,0.7107558139534884,0.701157644261413
RUS,0.78891188,0.6894971131385252,0.4970930232558139,0.5963034317679006
RUS,0.78891188,0.6419410286923178,0.5436046511627907,0.5943103933964946
RUS,0.78891188,0.6439684428577724,0.4767441860465116,0.5629709748922618
RUS,0.78891188,0.548988496628322,0.6046511627906976,0.5759495075805222
ENN,0.78891188,0.8645158446824452,0.2369186046511628,0.5605301172885377
ENN,0.78891188,0.779672969280268,0.3255813953488372,0.5597272005606511
ENN,0.78891188,0.7378465335625193,0.6002906976744186,0.6712193909262052
ENN,0.78891188,0.9670324827008684,0.0537790697674418,0.5246850896312324
ENN,0.78891188,0.8938692758605492,0.1816860465116279,0.5489131109790992
ENN,0.78891188,0.8453435585526026,0.2805232558139535,0.5717647414018179
ENN,0.78891188,0.7286350213759972,0.6148255813953488,0.673509786288784
ENN,0.78891188,0.967869892899643,0.0610465116279069,0.5286369779174942
ENN,0.78891188,0.7398298735069858,0.4491279069767442,0.5990242052951081
ENN,0.78891188,0.7338798536735863,0.4636627906976744,0.6029963423966986
ENN,0.78891188,0.6261183833575742,0.4956395348837209,0.5629190811094211
ENN,0.78891188,0.9696769359601568,0.0,0.5
TL,0.78891188,0.886773326281458,0.1497093023255813,0.5297657915654996
TL,0.78891188,0.7870774384062762,0.2805232558139535,0.5417206524967682
TL,0.78891188,0.744501740931729,0.5915697674418605,0.6704269454453974
TL,0.78891188,0.9699413812860858,0.0116279069767441,0.5057685010089393
TL,0.78891188,0.9105293313940676,0.1337209302325581,0.5342710373629952
TL,0.78891188,0.849750980651417,0.251453488372093,0.5599570064468529
TL,0.78891188,0.7367446780378157,0.6075581395348837,0.6741713246649464
TL,0.78891188,0.9692361937502756,0.0508720930232558,0.5244133657243909
TL,0.78891188,0.6992815901978933,0.4912790697674418,0.5985325851996156
TL,0.78891188,0.6548547754418441,0.5334302325581395,0.5960410560090821
TL,0.78891188,0.6469214156639781,0.4738372093023256,0.5630855970605987
TL,0.78891188,0.9696769359601568,0.0,0.5
NONE,0.78891188,0.8951915024901935,0.1555232558139535,0.5369225751366481
NONE,0.78891188,0.7843448367050112,0.2892441860465116,0.5445357333123336
NONE,0.78891188,0.7448102604786461,0.5901162790697675,0.6698820111770819
NONE,0.78891188,0.9699413812860858,0.0116279069767441,0.5057685010089393
NONE,0.78891188,0.912468597117546,0.1235465116279069,0.5303428662862046
NONE,0.78891188,0.8484728282427608,0.2441860465116279,0.5557778557634273
NONE,0.78891188,0.7371854202476972,0.6046511627906976,0.6729905511694501
NONE,0.78891188,0.969985455507074,0.0319767441860465,0.5156474784972777
NONE,0.78891188,0.6992815901978933,0.4912790697674418,0.5985325851996156
NONE,0.78891188,0.6548547754418441,0.5334302325581395,0.5960410560090821
NONE,0.78891188,0.6469214156639781,0.4738372093023256,0.5630855970605987
NONE,0.78891188,0.9696769359601568,0.0,0.5
ROS,0.78891188,0.7725770197011768,0.311046511627907,0.549028096503013
ROS,0.78891188,0.7803340825950902,0.2906976744186046,0.5431716634444735
ROS,0.78891188,0.7489091630305434,0.5857558139534884,0.6698834976317145
ROS,0.78891188,0.7656573670060381,0.5072674418604651,0.6405024996221103
ROS,0.78891188,0.8330909251178985,0.2616279069767442,0.5562946134583735
ROS,0.78891188,0.8398783551500727,0.2281976744186046,0.5436020416091023
ROS,0.78891188,0.7407995063687249,0.6017441860465116,0.6734460669335326
ROS,0.78891188,0.7869011415223236,0.4796511627906977,0.6380802061851311
ROS,0.78891188,0.6806822689408965,0.5087209302325582,0.5973903273952665
ROS,0.78891188,0.6790515227643351,0.5116279069767442,0.5979574924184208
ROS,0.78891188,0.6469214156639781,0.4738372093023256,0.5630855970605987
ROS,0.78891188,0.5833663889990744,0.5930232558139535,0.5880438309886549
SMOTE,0.78891188,0.6925382343867073,0.438953488372093,0.5697108244551252
SMOTE,0.78891188,0.4940279430561065,0.5406976744186046,0.5166330970156747
SMOTE,0.78891188,0.7474106395169465,0.6017441860465116,0.6768550028909891
SMOTE,0.78891188,0.7828903874124025,0.4011627906976744,0.5979951492691136
SMOTE,0.78891188,0.7648199568072634,0.377906976744186,0.5774131038441171
SMOTE,0.78891188,0.7423421041033099,0.3270348837209302,0.5411820934672102
SMOTE,0.78891188,0.7354665256291595,0.6177325581395349,0.6784403893374825
SMOTE,0.78891188,0.8276257217153686,0.3866279069767442,0.6140221031179344
SMOTE,0.78891188,0.6863237692273789,0.4796511627906977,0.5862189271523599
SMOTE,0.78891188,0.6862796950063907,0.4781976744186046,0.5854921829663134
SMOTE,0.78891188,0.6469214156639781,0.4738372093023256,0.5630855970605987
SMOTE,0.78891188,0.5635770637753977,0.6351744186046512,0.5982562697995757
ADA,0.78891188,0.6995901097448103,0.4345930232558139,0.571234968970755
ADA,0.78891188,0.6965489884966283,0.4113372093023256,0.5584025712890429
ADA,0.78891188,0.7391687601921636,0.6075581395348837,0.6754212678493472
ADA,0.78891188,0.7468817488650888,0.4622093023255814,0.6089965651666996
ADA,0.78891188,0.7512891709639032,0.3822674418604651,0.5725482020901799
ADA,0.78891188,0.738683943761294,0.3619186046511627,0.5561922462826743
ADA,0.78891188,0.7319846621710961,0.6148255813953488,0.6752369805072286
ADA,0.78891188,0.7908678214112566,0.436046511627907,0.6190050293697009
ADA,0.78891188,0.702851602097933,0.4273255813953488,0.5693966209781163
ADA,0.78891188,0.7029838247608974,0.4215116279069767,0.5666487279119449
ADA,0.78891188,0.6338313720304993,0.4883720930232558,0.5633760833281363
ADA,0.78891188,0.5968971748424347,0.5813953488372093,0.5893886430109414
